StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,IH_1,IH_2,IH_3,IH_4,IH_5,IH_6,IH_7,IH_8,IH_9,IH_10,IH_11,IH_12,IH_13,IH_14,IH_15,IH_C1,IH_C2,Q204_First Click,Q204_Last Click,Q204_Page Submit,Q204_Click Count,O_1,Q210,Q212,Q214,Q216,Q205_First Click,Q205_Last Click,Q205_Page Submit,Q205_Click Count,O_2,Q198,Q200,Q202,Q204,Q208_First Click,Q208_Last Click,Q208_Page Submit,Q208_Click Count,O_3,Q186,Q188,Q190,Q192,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,O_4,Q175,Q177,Q179,Q180,Q206_First Click,Q206_Last Click,Q206_Page Submit,Q206_Click Count,O_5,Q163,Q165,Q167,Q169,Q207_First Click,Q207_Last Click,Q207_Page Submit,Q207_Click Count,O_6,Q151,Q153,Q155,Q157,gender,gender_3_TEXT,age,education,income,religion,religion_14_TEXT,race,race_11_TEXT,conservatism,English,debrief_1,debrief_2,debrief_3,debrief_4,attn,SC3,SC5,randomCode
12/10/2018 14:25,12/10/2018 14:38,IP Address,100,746,TRUE,12/10/2018 14:38,R_3KI7YvjyxGHWG8q,anonymous,EN,I agree,7,Agree strongly 9,8,2,7,7,2,6,6,7,2,Agree strongly 9,Agree strongly 9,8,Agree strongly 9,3,7,32.372,86.015,87.429,8,7,Yes,The cost of making it.,20-30 years,I love pizza an eat more than average.,35.472,64.604,70.239,9,5,No,There is limited seating available and it is pricey.,40 or more years,I do not watch it.,34.646,71.349,77.4,6,2,Yes,It takes a ton of effort and more time.,40 or more years,"I don't own a car, and rely on others to get around.",36.085,71.309,72.864,9,8,Yes,There's a wider range of services that allow people to watch what they want when they want.,40 or more years,I don't watch TV,41.573,88.517,89.323,5,"Definitely yes

 9",Yes,it is a step forward in technology from it's predecessor and generally these processes increase in use over time.,10-20 years,I am a daily user of both.,64.123,106.196,107.206,8,4,Yes,It allows moderation of coffee drinking and is faster.,30-40 years,I drink coffee a couple days a week using a drip brewer.,Male,,28,Some college,"$15,000 to $25,000",Atheist,,White/European American,,3,Native (learned from birth),No,Reading comprehension among certain demographics.,"I think there is, but I don't have an idea of it.",no,Yes,98,1,130008
12/10/2018 14:43,12/10/2018 14:46,IP Address,100,194,TRUE,12/10/2018 14:46,R_3NWlVQHcPUZ0t5u,anonymous,EN,I agree,3,Neither agree nor disagree 5,3,2,8,2,8,Disagree strongly 1,7,7,3,Disagree strongly 1,3,Neither agree nor disagree 5,Neither agree nor disagree 5,Disagree strongly 1,7,8.075,8.075,18.441,1,4,Yes,"ingredients, labor cost ",20-30 years,occasional ,7.43,8.7,25.782,2,2,No,"expense, convenience ",30-40 years,none,0,0,10.538,0,6,No,time,20-30 years,fast,2.944,2.944,25.936,1,7,Yes,it makes me feel re assured ,40 or more years,binge wathcing ,4.425,9.252,20.605,4,4,Yes,makes me feel anxious ,20-30 years,private ,7.611,16.325,18.696,8,"
	Really good

	9
",Yes,ease of use ,10- 20 years,alot of coffee,Male,,23,High school/GED,"$15,000 to $25,000",Agnostic,,White/European American,,6,Native (learned from birth),no,not sure ,no,no,Yes,63,1,263282
12/10/2018 14:09,12/10/2018 14:53,IP Address,100,2600,TRUE,12/10/2018 14:53,R_2ZBtQk1GGPMb3Xp,anonymous,EN,I agree,Agree strongly 9,Agree strongly 9,7,8,6,8,6,8,Agree strongly 9,Agree strongly 9,Agree strongly 9,Agree strongly 9,Agree strongly 9,Agree strongly 9,8,3,7,209.989,287.941,288.855,10,3,No,"I think because there are so many people that do eat pizza, as well as the cost of ingredients, this allows for pizza to be made at a reasonable cost. So, they can sell it at a reasonable price.",30-40 years,"I usually eat pizza about once a month, maybe twice. I will eat around 2 slices each time I consume pizza.",69.452,161.227,162.48,6,5,Yes,"I think it is easier and more convenient to watch a game either on television or internet, than live. That usually requires a long travel time to reach the game, for many fans, as the games are in large cities. ",10-20 years,I don't like football and rarely watch it.,52.618,75.305,136.618,5,4,Yes,"I think there are several reasons. One, it's the physical distance that's between their work and home, it would take too long. Another reason is that weather conditions could stop people from riding to work. Also, some people may not be physically fit enough to ride a bicycle.",10-20 years,I have my own vehicle that I own to drive to work. ,187.097,248.127,248.76,6,6,Yes,"I think the electronic devices that allow the ability to record live events, as well as easy access to shows through various providers, is a large factor.",10-20 years,i usually watch around 2 hours a day.,102.197,220.06,221.042,5,8,Yes,"I believe that as technology has progressed, the more people use it Also, it has to do with age and generations getting older and it being familiar with them as they were younger, where older generations didn't use it as much.",10-20 years,"I would be in the 92% that use the internet and email often. I use the internet daily, for searching for information. I also use email almost daily.",1014.262,1079.357,1080.031,5,5,Yes,"It is a more convenient and easier way to brew coffee. It also makes it easier to brew the perfect amount, if you only want it just for yourself.",10- 20 years,"I often brew my own coffee, but as an espresso or specialty coffee, at home. ",Female,,40,High school/GED,"Over $100,000",Protestant,,White/European American,,6,Native (learned from birth),no,intelligence,no,,Yes,123,1,18095
12/10/2018 14:06,12/10/2018 14:56,IP Address,100,3026,TRUE,12/10/2018 14:56,R_2verq31woY1Yyk6,anonymous,EN,I agree,6,7,7,Disagree strongly 1,2,3,6,Agree strongly 9,6,8,Disagree strongly 1,8,2,Neither agree nor disagree 5,7,3,7,1894.432,2080.176,2080.854,12,6,Yes,yeah,10-20 years,I eat pizza every other week or so. ,0.853,15.161,29.951,10,7,Yes,it is very expensive and hard to get to ,20-30 years,i awtch it occasionally when my team is on,6.616,18.472,19.238,5,6,Yes,it is very dangeruos,20-30 years,i don't ,2.228,34.484,37.028,10,8,Yes,everything is getting cheaper,10-20 years,i watch tv daily,7.181,38.354,43.601,8,"Definitely yes

 9",Yes,its just easier and efficient,10-20 years,i use them multiple timse a day,13.471,29.95,32.828,10,4,Yes,It is easier and cheaper,20-30 years,I drink oned aily ,Female,,28,"Bachelor's (B.A., B.S.)","Over $100,000",Jewish,,White/European American,,Moderate 5,Native (learned from birth),no,,no,no,Yes,78,1,105512
12/10/2018 14:45,12/10/2018 15:05,IP Address,100,1178,TRUE,12/10/2018 15:05,R_40cqpMcnjrMGdaN,anonymous,EN,I agree,8,7,8,6,7,6,6,6,8,3,7,4,7,8,4,3,7,3.116,156.483,157.84,44,8,Yes,I think the Cheese must be the biggest cost.,40 or more years,Usually 2 -3 times a month. It's tasty and cheap. No animals are killed in making a pizza another plus,5.174,259.094,260.01,28,7,Yes,Traveling can be a hassle. The cost of tickets. It can be cold and or bad weather. ,20-30 years,I watch 2 or 3 games a week. It's on Sunday usually a day off it's during the cold weather. So It's perfect for staying home relaxing watching TV. ,2.674,63.428,90.794,22,4,Yes,Driving is independence leave when you want go where you want. Freedom  ,40 or more years,I drive every day but we have little access to public transportation where I live. ,2.072,86.581,87.378,24,7,Yes,Without offering TV companies wouldn't sell many devices,40 or more years,I watch TV 2-3 hours per day,8.336,65.925,100.45,24,7,Yes,So useful can find any information. Learn about anything.,10-20 years,I use it all the time. Email is great because you don't have to respond right away. ,2.587,167.31,168.13,33,7,Yes,Easy and fast that's what everyone likes. ,30-40 years,I drink 4-5 cups of coffee a day. I still use the drip style at home. And purchase 1 or 2 cups during the day in the winter.,Male,,50,Some college,"$50,000 to $65,000",Roman Catholic,,White/European American,,4,Native (learned from birth),NO,Perceptions of personality ? Not really sure ,"No , pretty straight forward",Thanks good luck with your work,Yes,95,1,582360
12/10/2018 14:48,12/10/2018 15:06,IP Address,100,1107,TRUE,12/10/2018 15:06,R_3IAoRfDqNGLqkgh,anonymous,EN,I agree,Agree strongly 9,Agree strongly 9,Neither agree nor disagree 5,Agree strongly 9,Agree strongly 9,Agree strongly 9,Disagree strongly 1,Agree strongly 9,Agree strongly 9,6,4,Agree strongly 9,Agree strongly 9,Agree strongly 9,Agree strongly 9,3,7,5.778,75.699,92.154,10,"
	Definitely no

	1
",Yes,It's a fast way to get lunch or dinner thus the prices will be on the demand for pizza.,10-20 years,"I don't eat pizza because I know it is high in fats,oils, and unhealthy unless I make it myself.",5,344.375,360.961,10,"
 Really not good

 1",Yes,People don't have time now. Working full time has  gone up and hours have gone up. It's hard to make a living now. No one has free time left. It would be a higher amount if people weren't working as hard to make money.,10-20 years,I only watch it when I can. I am busy working full time and off hours.,6.965,60.638,83.913,7,"
	Really not good

	1
",Yes,There aren't enough safe routes for biking thus less people will be tempted to ride their bikes to work.,20-30 years,I always drive at speed limit and keep a car or two distance away from others. I am a safe driver to protect myself and others around me.,7.427,74.721,94.134,9,"
Definitely yes

 9",Yes,Technology has so many cheaper options now and people have access to it.  We spend our free time watching stuff while at work and out of work that we don't have the time to go out there and drive to places and actually spend time outside anymore.,20-30 years,I mainly watch it when I can catch it. I'm too busy so I don't often get the chance to watch TV much.,10.25,100.12,120.923,16,"Definitely yes

 9",Yes,Cheaper options and easier options access to internet and technologies.,20-30 years,I check my emails on the daily multiple times a day. I am constantly on the internet from work until home.,10.738,100.954,102.084,10,"
 Really not good

 1",Yes,It's successful because it's in demand. People lack sleep now because everyone is busy and working all the time now compared to the past. ,20-30 years,I don't drink coffee at all because I think it is bad for your own health.,Male,,26,"Bachelor's (B.A., B.S.)","$35,000 to $50,000",Nothing in particular,,Asian/Asian American,,Strongly liberal 1,Native (learned from birth),Nothing confusing at all!,One's perception on statistics.,I don't believe so.,This was enjoyable and understandable!,Yes,115,1,592070
12/10/2018 14:55,12/10/2018 15:08,IP Address,100,820,TRUE,12/10/2018 15:08,R_1K72GG37tVor4B2,anonymous,EN,I agree,Agree strongly 9,Agree strongly 9,Disagree strongly 1,Disagree strongly 1,Disagree strongly 1,Disagree strongly 1,Disagree strongly 1,Disagree strongly 1,Disagree strongly 1,Disagree strongly 1,Neither agree nor disagree 5,Disagree strongly 1,Neither agree nor disagree 5,Neither agree nor disagree 5,Agree strongly 9,3,7,34.92,189.085,189.832,8,"
Definitely yes

 9",Yes,profit,40 or more years,Probably more pizza than the average.,6.178,57.851,58.66,10,"
 Really not good

 1",Yes,Tickets aren't cheap. Limited seating.,40 or more years,I occasionally watch football.,4.612,57.218,58.569,7,"
	Really not good

	1
",Yes,They are lazy.,40 or more years,I don't really drive.,32.21,63.161,70.719,8,"
Definitely yes

 9",Yes,People are lazy and tvs are convenient. ,40 or more years,I occasionally watch tv.,6.332,34.933,51.434,5,"Definitely yes

 9",Yes,"generational, technology advancement",40 or more years,"Average, I need to check my email a lot and I work on the internet.",6.988,13.628,54.566,6,"
	Really good

	9
",Yes,Younger people love coffee.,40 or more years,"Life has gotten a lot harder for the younger generations, costs of school, living, working.",Female,,27,"Bachelor's (B.A., B.S.)","$10,000 to $15,000",Atheist,,White/European American,,Strongly liberal 1,Native (learned from birth),no,I have no idea.,no,thanks,Yes,51,1,64136
12/10/2018 15:28,12/10/2018 15:38,IP Address,100,596,TRUE,12/10/2018 15:38,R_1jksU9659eCitQg,anonymous,EN,I agree,7,Agree strongly 9,4,6,7,6,Neither agree nor disagree 5,6,6,6,8,Agree strongly 9,7,7,8,3,7,17.695,50.957,51.709,5,4,Yes,Supplier prices and what the market can afford.,20-30 years,"I eat pizza about once a month, usually 2 or 3 slices for lunch or dinner.",11.055,16.016,43.098,4,5,Yes,Ticket prices and geographical proximity to games.,20-30 years,"I watch a few football games a year, mostly on television. I haven't been to a game in person in years.",9.873,24.721,29.261,5,4,Yes,It's more work and usually takes longer.,20-30 years,I drive to work most days but I do take the train occasionally.,88.897,143.515,159.952,5,7,Yes,"Manufacturers making devices available and the proliferation of ""connected devices"" like phones and tablets.",10-20 years,"I watch 2-3 hours of TV a day, more on weekends.",11.335,35.223,36.316,4,"Definitely yes

 9",Yes,"As the internet becomes more ubiquitous, more people start using it.",10-20 years,I use both e-mail and search engines daily.,5.863,59.821,60.821,6,4,Yes,"It's more convenient and easy to make. As people's lifestyles have gotten busier, their coffee brewing has changed.",20-30 years,"I do not drink coffee, but I do make it occasionally for my wife.",Male,,33,Some college,"$35,000 to $50,000",Agnostic,,White/European American,,3,Native (learned from birth),N/A,People's response to statistics.,N/A,"I think this survey was slightly underpaid for the time involved. Reading the several articles and responding to open-ended questions took me a lot longer than anticipated, and the pay for the amount of time was low.",Yes,101,1,546313
12/10/2018 15:17,12/10/2018 15:45,IP Address,100,1718,TRUE,12/10/2018 15:45,R_1i1We0cEbAfxDwL,anonymous,EN,I agree,8,3,8,2,8,Neither agree nor disagree 5,4,Agree strongly 9,8,4,Neither agree nor disagree 5,6,Neither agree nor disagree 5,Neither agree nor disagree 5,7,3,7,32.482,83.332,84.995,6,4,Yes,The cost to make the pizza and demand accounts for the current prices of pizza. ,10-20 years,I eat pizza every other weekend. ,39.685,65.554,83.312,6,7,No,The cost of tickets plus travel cost is expensive. ,30-40 years,I watch it once or twice a month. ,38.714,146.124,147.283,7,5,Yes,"It takes more time to bike to work. Also, our jobs are far from our houses ",40 or more years,"I work from home and sometimes take the bus to do errands or shop. However, I usually ride with spouse or friend to go shopping. ",44.154,318.124,357.788,5,"
Definitely yes

 9",Yes,People want to be entertained at all times. ,20-30 years,I watch about 22-24 hours a week. I may bingewatch on weekends. ,67.754,122.937,130.644,6,"Definitely yes

 9",Yes,More people have been exposed to the internet and have access to it. ,10-20 years,I use both daily. ,533.093,590.344,614.376,6,4,Yes,It is easy to make and you are not wasting coffee. ,30-40 years,I drink coffee maybe once every two months. I am not an avid coffee drinker. I only drink it for taste or to wake me up. ,Female,,49,"Bachelor's (B.A., B.S.)","$35,000 to $50,000",Protestant,,Black/African American,,Moderate 5,Native (learned from birth),no,I am unsure. ,No,none,Yes,87,1,336836
12/10/2018 15:17,12/10/2018 15:48,IP Address,100,1828,TRUE,12/10/2018 15:48,R_3oLwR0f02RlZf3G,anonymous,EN,I agree,7,6,7,4,7,4,4,7,6,6,6,7,7,7,7,3,7,28.578,80.259,81.066,5,4,Yes,Customer demand and price of the materials and cost to make it.,10-20 years,"Once a week, only because other people in the house like it.",384.112,412.838,430.639,5,5,Yes,It is expensive and not accessible for most people to make it to the live game.,20-30 years,Don't watch it,44.555,78.874,79.982,5,4,Yes,It is to far for most people unless they live in a city.,10-20 years,drive daily to multiple locations,68.926,110.439,157.147,5,6,Yes,Everyone has a smart phone and they are all capable of this. It stands to reason that viewership will increase as smart phone ownership increases.,30-40 years,I watch occasionally on my phone. Watch a movie every Friday night with my kids on a tv using a roku.,495.227,592.778,601.914,5,8,Yes,Population growth...also most people now have grown up with the internet so they have always had access to it. 20 years ago many older people did not have any idea how to use email.,10-20 years,I use both daily.,97.994,139.073,170.289,5,7,Yes,People just want to have one cup or other people in the house are not coffee drinkers.,20-30 years,"First thing when I wake up, followed by probably 2 more cups.",Female,,46,"Master's (M.A., M.S.)","$50,000 to $65,000",Atheist,,White/European American,,2,Native (learned from birth),no,I don't know,"Of course, you are Standford Psychology.",none,Yes,92,1,531803
12/10/2018 15:40,12/10/2018 15:48,IP Address,100,515,TRUE,12/10/2018 15:48,R_3ilLKlrt0KGcMeQ,anonymous,EN,I agree,7,7,7,8,7,7,7,7,7,6,8,7,6,7,7,3,7,4.676,26.006,49.792,8,"
5",Yes,The popular demand of a quick and easy dinner,10-20 years,I eat pizza every once in a while when we don't feel like cooking and want something tasty,97.199,110.464,125.272,6,6,Yes,Its not THAT great but its still popular,20-30 years,I watch every season ,8.951,28.715,35.575,5,6,Yes,Its easier and convenient,10-20 years,I drive to and from work every day but I do not have a far commute,43.135,46.126,56.503,4,7,Yes,Its so popular and everyone is lazy,10-20 years,I don't watch that much TV now a days,41.623,83.415,85.312,6,7,Yes,the ability to find eerything and anything on the internet,10-20 years,I use email and the internet quite often for almost everything. I like to google things before searching outside sources,17.024,51.693,53.666,4,6,Yes,the ability to save time for a quick cup,10- 20 years,I drink a cup or two a day. using single cup brew,Female,,30,"Master's (M.A., M.S.)","Over $100,000",Atheist,,White/European American,,2,Native (learned from birth),no,no idea,no,no,Yes,105,1,468861
12/10/2018 15:39,12/10/2018 16:04,IP Address,100,1475,TRUE,12/10/2018 16:04,R_zcKvXefmVUW1NUR,anonymous,EN,I agree,Agree strongly 9,Agree strongly 9,7,Neither agree nor disagree 5,8,Neither agree nor disagree 5,3,Agree strongly 9,Neither agree nor disagree 5,7,6,Neither agree nor disagree 5,Neither agree nor disagree 5,Neither agree nor disagree 5,Agree strongly 9,3,7,33.883,165.541,167.855,8,4,Yes,"Quality of ingredients, and they are high in demand.",20-30 years,"I enjoy pizza, but I will only usually get it once in a while unless there is a big sporting event that I want to watch at home (UFC, NFL, or the playoffs) besides that, I try not to eat pizza, since they tend to be high on calories.",323.706,391.551,421.358,8,5,No,"Tickets are too expensive. Not worth going and paying for parking, and food when you can watch it on your tv in your living room.",10-20 years,"I will occasionally watch football. I enjoy it for the most part, especially if my team is doing well.",8.362,36.676,37.964,5,4,Yes,Too much effort and time.,10-20 years,"I drive to work, or whenever I need to do something.",58.624,95.303,114.068,7,5,Yes,Better and more variety in term of television contents.,20-30 years,"I watch tv, but I don't watch them as much as I used to.",195.982,233.264,234.631,5,"Definitely yes

 9",Yes,It part of the growth of technology.,10-20 years,I use them on a daily basis.,33.744,71.374,74.999,8,"
 Really not good

 1",Yes,Trendy.,10- 20 years,"I drink them once in a while, or when I need caffeine.",Male,,28,"Bachelor's (B.A., B.S.)","$80,000 to $100,000",Agnostic,,Asian/Asian American,,4,Native (learned from birth),No.,Evaluating topics and trying to comprehend the articles.,Not sure.,No comments.,Yes,97,1,861981
12/10/2018 16:25,12/10/2018 16:45,IP Address,100,1203,TRUE,12/10/2018 16:45,R_29jqwMQfe17xmtS,anonymous,EN,I agree,Agree strongly 9,Agree strongly 9,7,Neither agree nor disagree 5,Neither agree nor disagree 5,Neither agree nor disagree 5,6,7,8,7,Agree strongly 9,Agree strongly 9,6,Agree strongly 9,7,3,7,55.859,147.952,148.464,8,"
5",Yes,"Prices of ingredients, plus operational costs, plus employee wages.",30-40 years,"I eat pizza at least once a week, sometimes 2. I consume a whole pie by myself.",97.656,157.372,178.55,5,"
 Really good

 9",Yes,It is expensive to pay to go see a game live. You also have to deal with travel and the weather. You get almost as good of an experience on your couch watching TV.,40 or more years,"I watch the Bears every week, as we head towards the Super Bowl. BEAR DOWN!",61.761,182.413,184.259,6,2,Yes,"Considering most of the country has to deal with the winter, there's only a small portion of the country that can ride their bikes to work, no matter the time of year.",40 or more years,"I drive when I need to, such as going to the store or to work. ",27.081,144.576,166.388,12,"
Definitely yes

 9",Yes,"The world is evolving and technologies are becoming more abundant and easier to make, which brings down prices and allows for more people to have access to them.",40 or more years,I only watch TV for sporting events. Everything else is streamed online. Twitch.tv is my go to instead of TV,80.812,150.632,151.586,9,"Definitely yes

 9",Yes,"Accessibility.  Everyone, including that 3 year old child you just passed has a cell phone with internet access now. That 3 year old probably has a tablet in the car, or at home as well.",10-20 years,I email when I need to and I search the internet when I need to.,25.828,81.185,81.991,6,5,Yes,"It's easier to make a single cup and drink that, then to make a whole pot of coffee and hope that it gets used.",40 or more years,I hate coffee. Don't drink it.,Male,,29,Some college,"$25,000 to $35,000",Atheist,,White/European American,,Moderate 5,Native (learned from birth),No,No idea,"Probably, but don't know.","Yes, maybe you should be using articles that are less than 10 years old.",Yes,108,1,816846
12/10/2018 16:01,12/10/2018 17:31,IP Address,100,5397,TRUE,12/10/2018 17:31,R_2YRM4ViVvw7JgpB,anonymous,EN,I agree,8,Agree strongly 9,6,Neither agree nor disagree 5,Agree strongly 9,Neither agree nor disagree 5,8,8,Agree strongly 9,8,Neither agree nor disagree 5,8,8,Agree strongly 9,6,3,7,34.931,118.974,120.706,7,2,Yes,Prices of pizza are highher because demand is so grerat,10-20 years,about once a month i have pizza,5084.403,5304.023,5359.817,10,"
 Really not good

 1",No,It is only a small percentage that can affordf to go to a game but thiose are fans who like to be amiongst the crowsd like any other sport. The cost is the prohibitive factopr imo,10-20 years,"I watch both college mand nfl football at home mostly on tv but som,etimees on the computer for college games I want to see. not telvised",40.114,102.714,104.551,6,5,Yes,we are becoming fatter and lazier every year. ,10-20 years,i only use the car for going to stores etc cause I am retired now,98.735,216.816,253.497,6,"
Definitely no

 1",Yes,technology has become cheaper and more people have free time to watch the niosense,10-20 years,about 2 hours a day on tv and dvr,103.328,199.775,286.951,6,5,Yes,It is easier to email and less efort anmd cost nothuing nearly as one would use a land line telephone or cvell phone. Talking this way is more impersonall and lets you get away with things you can ;'t do in live conversations. convenmiemce mainly,10-20 years,i use my email daily and do not usae search as much as miost . only once every few days searching a given topic,67.634,107.9,116.971,5,5,Yes,it extragant flavors available make it more tempting ,10- 20 years,do not drink coffee at all,Male,,69,"Bachelor's (B.A., B.S.)","$65,000 to $80,000",Protestant,,White/European American,,Strongly  conservative 9,Native (learned from birth),"no
",not sure,no,no,Yes,111,1,797158
12/10/2018 17:47,12/10/2018 18:05,IP Address,100,1031,TRUE,12/10/2018 18:05,R_3oAaltzBTTkKbck,anonymous,EN,I agree,Neither agree nor disagree 5,Neither agree nor disagree 5,4,4,6,4,4,6,Neither agree nor disagree 5,6,6,4,4,6,Neither agree nor disagree 5,3,7,9.681,64.069,76.569,8,"
5",No,supply and demand,20-30 years,I eat pizza about twice a month.,33.687,64.464,74.121,6,6,Yes,Cost prohibitive for most people.,20-30 years,I occasionally catch games on tv. I tend to watch the super bowl via streaming services.,27.266,59.411,60.181,6,4,Yes,Most places are not bike friendly.,30-40 years,I carpool to work with a roommate.,154.578,217.909,218.851,7,6,No,Technology advances. There are more and more devices capable of streaming video.,30-40 years,I do not watch much television. Typically I will find a show I am interested in and watch the series on a streaming service like netflix or something similar.,205.795,234.392,249.179,6,"Definitely yes

 9",Yes,the internet has become available to more and more of the population.,20-30 years,I use my email everyday and I am always looking something up online.,26.535,66.434,101.39,5,5,Yes,convenience and marketing. I suppose people enjoy having a fresher cup with that type instead of drinking from a pot that has been warming for hours.,20-30 years,I drink about 1 pot a day. I have never used a one cup machine.,Male,,32,High school/GED,"$25,000 to $35,000",Buddhist,,White/European American,,6,Native (learned from birth),no,not sure,not sure,Fun!,Yes,74,1,323116
12/10/2018 18:43,12/10/2018 18:52,IP Address,100,526,TRUE,12/10/2018 18:52,R_ulIdsGmNZGKl8Hv,anonymous,EN,I agree,3,7,7,7,4,6,3,7,7,7,Disagree strongly 1,6,4,Neither agree nor disagree 5,Neither agree nor disagree 5,3,7,7.513,25.88,35.677,5,"
5",Yes,How much people are willing to pay for the convenience,30-40 years,I eat it once or twice a month,18.374,53.083,54.569,5,5,No,rise in cutting cable,30-40 years,I watch it occasionally,11.046,43.51,45.356,5,4,No,cars are more convenient,40 or more years,I drive to work every weekday,13.963,57.073,58.555,5,6,Yes,Technology development like netflix and cellphones,30-40 years,I watch it for background. I don't have a lot of shows i watch live,9.948,38.65,44.881,5,8,Yes,Ease and convenience,20-30 years,I check email for work but i do use the search function to look up things instead of searching alternatively,50.666,66.688,78.98,6,7,Yes,Rise in convenience,40 or more years,"one cup a day before i was pregnant, now none",Female,,32,"Master's (M.A., M.S.)","$65,000 to $80,000",Protestant,,White/European American,,3,Native (learned from birth),no,how people phrase things to get people to agree or disagree,sure but I don't know what,no,Yes,79,1,770754
12/10/2018 20:51,12/10/2018 21:54,IP Address,100,3797,TRUE,12/10/2018 21:54,R_QhTHNutOKmoWEOR,anonymous,EN,I agree,8,6,Neither agree nor disagree 5,3,6,Neither agree nor disagree 5,3,7,Neither agree nor disagree 5,3,Disagree strongly 1,6,Neither agree nor disagree 5,6,7,3,7,9.28,57.046,66.319,9,"
5",No,People love pizza,30-40 years,I eat pizza occasionally.,25.549,94.078,117.864,20,5,Yes,Prices of tickets and food at stadiums are expensive.,30-40 years,I watch the NFL once a week.,1.605,61.039,80.899,9,4,No,It takes longer to go to work and a car is more convenient. ,30-40 years,I drive and take public transport to work and other places.,44.584,121.234,121.607,12,5,No,The devices are getting cheaper and more easier to carry around.,40 or more years,I don't watch much TV anymore. I mainly watch online videos.,1.193,81.817,83.131,11,4,Yes,Internet is becoming more available each day for a cheaper price ,10-20 years,I check my email everyday and usually on most days I do a internet search.,32.663,102.035,102.703,9,5,Yes,It makes it easier to decide how much coffee a person wants.,40 or more years,I really don't drink coffee,Male,,35,Some college,"$5,000 to $10,000",Agnostic,,"White/European American,Asian/Asian American",,2,Native (learned from birth),Nope,No idea,I don't think so.,It was a good study,Yes,76,1,677219
